15x10,100,0,72
15x10,100,0,73
15x10,100,67,0
15x10,100,73,0
15x10,100,75,0
15x10,100,69,0
15x10,100,37,30
15x10,100,70,0
15x10,100,0,75
15x10,100,16,56
15x10,100,0,74
15x10,100,2,67
15x10,100,67,0
15x10,100,73,0
15x10,100,75,0
15x10,100,0,78
15x10,100,0,73
15x10,100,73,0
15x10,100,1,75
15x10,100,10,64
15x10,100,75,0
15x10,100,73,0
15x10,100,78,0
15x10,100,1,70
15x10,100,8,64
15x10,100,2,74
15x10,100,2,73
15x10,100,0,74
15x10,100,76,0
15x10,100,74,0
15x10,100,28,42
15x10,100,6,68
15x10,100,0,71
15x10,100,2,68
15x10,100,63,0
15x10,100,6,68
15x10,100,66,0
15x10,100,3,70
15x10,100,0,71
15x10,100,23,44
15x10,100,80,0
15x10,100,5,70
15x10,100,69,0
15x10,100,70,0
15x10,100,0,78
15x10,100,3,65
15x10,100,72,0
15x10,100,3,67
15x10,100,76,0
15x10,100,1,70
15x10,100,2,68
15x10,100,73,0
15x10,100,76,0
15x10,100,79,0
15x10,100,1,70
15x10,100,75,0
15x10,100,71,2
15x10,100,77,0
15x10,100,68,0
15x10,100,75,0
15x10,100,0,71
15x10,100,73,0
15x10,100,10,61
15x10,100,0,76
15x10,100,72,0
15x10,100,1,73
15x10,100,4,67
15x10,100,1,73
15x10,100,78,0
15x10,100,74,0
15x10,100,71,0
15x10,100,71,0
15x10,100,69,0
15x10,100,0,76
15x10,100,62,5
15x10,100,0,76
15x10,100,70,0
15x10,100,10,59
15x10,100,26,50
15x10,100,74,0
15x10,100,69,0
15x10,100,3,70
15x10,100,1,69
15x10,100,74,0
15x10,100,0,78
15x10,100,67,0
15x10,100,8,63
15x10,100,68,3
15x10,100,11,63
15x10,100,1,70
15x10,100,70,0
15x10,100,74,0
15x10,100,72,0
15x10,100,20,45
15x10,100,3,70
15x10,100,71,0
15x10,100,66,0
15x10,100,1,76
15x10,100,76,0
15x10,100,8,65
15x10,100,75,0
15x10,50,50,0
15x10,50,22,28
15x10,50,50,0
15x10,50,34,16
15x10,50,45,1
15x10,50,50,0
15x10,50,47,3
15x10,50,13,37
15x10,50,50,0
15x10,50,42,0
15x10,50,10,40
15x10,50,50,0
15x10,50,48,0
15x10,50,44,3
15x10,50,50,0
15x10,50,47,0
15x10,50,50,0
15x10,50,46,0
15x10,50,49,0
15x10,50,50,0
15x10,50,50,0
15x10,50,48,0
15x10,50,38,12
15x10,50,48,0
15x10,50,10,40
15x10,50,50,0
15x10,50,39,7
15x10,50,48,0
15x10,50,50,0
15x10,50,49,1
15x10,50,39,11
15x10,50,25,21
15x10,50,49,0
15x10,50,42,0
15x10,50,44,0
15x10,50,3,47
15x10,50,44,0
15x10,50,41,2
15x10,50,50,0
15x10,50,47,0
15x10,50,41,1
15x10,50,43,0
15x10,50,46,0
15x10,50,47,3
15x10,50,50,0
15x10,50,42,8
15x10,50,50,0
15x10,50,50,0
15x10,50,50,0
15x10,50,31,19
15x10,50,43,7
15x10,50,36,3
15x10,50,40,0
15x10,50,34,6
15x10,50,50,0
15x10,50,50,0
15x10,50,40,9
15x10,50,50,0
15x10,50,19,31
15x10,50,50,0
15x10,50,47,0
15x10,50,47,0
15x10,50,48,2
15x10,50,50,0
15x10,50,50,0
15x10,50,46,3
15x10,50,50,0
15x10,50,39,6
15x10,50,37,13
15x10,50,18,32
15x10,50,50,0
15x10,50,49,0
15x10,50,47,0
15x10,50,45,0
15x10,50,25,14
15x10,50,50,0
15x10,50,46,1
15x10,50,50,0
15x10,50,45,0
15x10,50,50,0
15x10,50,30,20
15x10,50,50,0
15x10,50,50,0
15x10,50,37,9
15x10,50,50,0
15x10,50,46,0
15x10,50,34,10
15x10,50,50,0
15x10,50,30,17
15x10,50,47,3
15x10,50,43,0
15x10,50,31,19
15x10,50,49,0
15x10,50,50,0
15x10,50,48,0
15x10,50,50,0
15x10,50,47,0
15x10,50,35,15
15x10,50,50,0
15x10,50,46,0
15x10,50,39,6
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,19,1
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,9,11
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,11,9
15x10,20,20,0
15x10,20,4,16
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,6,14
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,12,8
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,17,3
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,18,2
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,20,6,14
15x10,20,20,0
15x10,20,20,0
15x10,20,20,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,3,2
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
15x10,5,5,0
